,Région,Service AIOT,Sous-service AIOT,Equipe AIOT,Thématique AIOT,Code_AIOT,Siret,Raison sociale ,Nom_usuel,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Courriel d'échange avec l'administration,Coordonnées X,Coordonnées Y,Référentiel géographique,AIOT publiable,Statut Seveso,Statut IED,Régime autorisé,Régime en vigueur,Site prioritaire PPC,Site à enjeux PPC,Autres marqueurs de priorité,Carrière,POI,PAC,PPI,PPRT,SUP seveso,Biocides,Fluides frigo,Nanos,Reach,Garanties financières,Acte valide GF,Rubrique IED principale,Alinéa rubrique IED principale,BREF principal,Marqueurs régionaux,longitude,latitude,nb_points,groupe_id,geometry
371,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité risques chroniques,ICPE,6401238,-,CONSERVERIES PROVENCALES CABANON,CONSERVERIES PROVENCALES CABANON,Chemin de Piolenc,,,84850,Camaret-sur-Aigues,adresse non renseignée,849067,6342374,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Oui,,Non concernée,2005-08-01 00:00:00,,,,,,,,,,-,,,,,4.86410069013459,44.16453697154274,1.0,175.0,POINT (4.86410069013459 44.16453697154274)
372,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité risques chroniques,ICPE,6401321,70622054800061,CONSERVES FRANCE,CONSERVES FRANCE,DOMAINE DU GRAND FRIGOLET,,,13150,Tarascon,afrancois@conservesfrance.fr,839853,6306184,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,Sous quota CO2,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,PPA,AS EAU mensuelle,a_PPC_2017",4.738952317827419,43.84080663836451,1.0,54.0,POINT (4.738952317827419 43.84080663836451)
373,PROVENCE-ALPES-COTE D'AZUR,DDPP 84,SSPAE 84,SSPAE,ICPE,6401092,78323625000024,COOP AGRICOLE DE VINIFICATION,COOP AGRICOLE DE VINIFICATION,,RTE DE CARPENTRAS,,84570,Villes-sur-Auzon,adresse non renseignée,881135,6331895,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,5.261163281589403,44.06271426836548,1.0,627.0,POINT (5.261163281589403 44.06271426836548)
374,PROVENCE-ALPES-COTE D'AZUR,DDPP 84,SSPAE 84,SSPAE,ICPE,6401107,78324899000013,COOP VINIFICATION LA COURTOISE,COOP VINIFICATION LA COURTOISE,,,,84210,Saint-Didier,adresse non renseignée,868921,6327301,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,5.107237189328294,44.02442381513841,1.0,479.0,POINT (5.107237189328294 44.02442381513841)
375,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6409034,-,COOPERATIVE DE BLE DE LA REGION DE FORCALQUIER (ZI CHALUS),,Avenue des chalus,,,04300,Forcalquier,fredericesmiol@aol.com,924107,6321595,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",5.792645303137621,43.95768726751707,1.0,938.0,POINT (5.792645303137621 43.95768726751707)
376,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Equipe Aix en Provence,ICPE,6401590,78276115900014,COOPERATIVE VINICOLE de PUYLOUBIER,COOPERATIVE VINICOLE de PUYLOUBIER,1 avenue Aix,,,13114,Puyloubier,adresse non renseignée,916025,6273164,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.671601480959125,43.52465906899434,1.0,904.0,POINT (5.671601480959125 43.52465906899434)
377,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Equipe Aix en Provence,ICPE,6401593,78276513500010,COOPERATIVE VINICOLE DE ROUSSET,COOPERATIVE VINICOLE DE ROUSSET,Quartier Saint-Joseph,,,13102,Rousset,adresse non renseignée,912327,6268379,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.623936223022752,43.48274791726028,1.0,892.0,POINT (5.623936223022752 43.48274791726028)
378,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité carrières,ICPE,6401280,70632052000010,COPAT SAS,CARRIERE COPAT SAS  (VAISON),Les Roussillons,,,84110,Vaison-la-Romaine,adresse non renseignée,864410,6350466,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Carrière à ciel ouvert hors d'eau,,,,,,,,,,Carrière,Non,,,,Indic.Région5,5.058521407777103,44.23391983829991,1.0,434.0,POINT (5.058521407777103 44.23391983829991)
379,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6401078,63708027600016,CORIANCE pour SEV,SEV c/o CORIANCE,ZAC des Canourgues,Ave du Maréchal JUIN,,13300,Salon-de-Provence,Melanie.RANCE@groupe-coriance.fr,869814,6285628,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,Sous quota CO2,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5,PPA",5.10451976545082,43.64932681822029,1.0,475.0,POINT (5.10451976545082 43.64932681822029)
380,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,SPR,Unité ICPE,ICPE,6401787,39381525300017,COULOMP,COULOMP,1376 route de la Mer,,,06410,Biot,adresse non renseignée,1031626,6288599,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,7.109048610939819,43.61876620772261,1.0,1495.0,POINT (7.109048610939819 43.61876620772261)
381,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6412996,24840005300059,COVE,DECHETTERIE DE CARPENTRAS,214 Route de Velleron,,,84200,Carpentras,adresse non renseignée,863361,6327934,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.038113004397509,44.03143223558218,1.0,412.0,POINT (5.038113004397509 44.03143223558218)
382,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6412230,-,COVE,ISDI COVE,Lieu dit La Combe,,,84330,Caromb,adresse non renseignée,868414,6334362,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.103261177972502,44.08807324142836,1.0,473.0,POINT (5.103261177972502 44.08807324142836)
383,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6413318,32936852600920,COZZI plateforme de transit de materiaux,COZZI plateforme de transit de materiaux,D402 Lieu-dit AGNERQ,,,04320,Castellet-lès-Sausses,renaud.guillemain@colas.com,1002443,6326443,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",6.770399021838462,43.971990479287314,1.0,1395.0,POINT (6.770399021838462 43.971990479287314)
384,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6402472,64204389700031,CREALIS,"CREALIS (ex GALEX, ex DEHON)",35 rue Emmanuel Eydoux,Traverse de la Monjarde,,13016,Marseille,cpicq@crealis.dehon.com,889080,6254289,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.3316872820191366,43.36261117750483,1.0,661.0,POINT (5.3316872820191366 43.36261117750483)
385,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité risques chroniques,ICPE,6401271,95420083800082,CROWN EMBALLAGE FRANCE SAS,CROWN EMBALLAGE,815 Ave des Marchés - BP225,,,84200,Carpentras,cyrielle.jaucourt@eviosys.com,863567,6328706,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.040930833804184,44.038330102760966,1.0,420.0,POINT (5.040930833804184 44.038330102760966)
386,PROVENCE-ALPES-COTE D'AZUR,DDPP 13,SPAE 13,SPAE,ICPE,6403033,45035178800036,CRUSTA C,CRUSTA C,ZI Anjoly,"11, VOIE D'ITALIE",,13127,Vitrolles,adresse non renseignée,883952,6260354,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,5.270635494665429,43.41849470799061,1.0,633.0,POINT (5.270635494665429 43.41849470799061)
387,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6401181,41735046900108,CSEC,CARRIERE SEC CLOTEIROL,Le Cloteirol,,,06270,Villeneuve-Loubet,adresse non renseignée,1029182,6292540,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Oui,,Carrière à ciel ouvert hors d'eau,,,,,,,,,,Carrière,Oui,,,,a_PPC_2017,7.081341738976002,43.65531910548209,1.0,1480.0,POINT (7.081341738976002 43.65531910548209)
388,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Chronique Risque,ICPE,6412349,-,CUSHMAN&WAKEFILED (exFPGL-A),CUSHMAN&WAKEFILED (exFPGL-A),Lieu-dit La Feuillane,,,13270,Fos-sur-Mer,fabrice.chatain@cushwake.com,853302,6265817,Lambert 93,Oui,Seveso seuil bas,Non,A,A,Non,Oui,,Non concernée,2018-10-04 00:00:00,,,,,,,,,,-,,,,"Indic.Région5,est_un_P",4.894079906718182,43.47489754819294,1.0,233.0,POINT (4.894079906718182 43.47489754819294)
389,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,6407255,-,D ANGELO,D ANGELO,Zone artisanale des Bastides Blanches,,,04220,Sainte-Tulle,adresse non renseignée,923403,6303774,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.77607575338908,43.79763458201217,1.0,931.0,POINT (5.77607575338908 43.79763458201217)
390,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6400524,41329980100014,D.R.I. Démantèlement Récupération Industriel,DRI,1484 route d'Orange,Route d'ORANGE,,84200,Carpentras,contact@dri-recuperation.com,862709,6331577,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,Pollution des sols et des eaux ≤ 100 k€,Non,,,,Indic.Région5,5.03115102702587,44.06436009281903,1.0,398.0,POINT (5.03115102702587 44.06436009281903)
391,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6400622,33374747500031,DADDI-SRI,DADDI-SRI,QUARTIER BILLARD,,,13700,Marignane,info.qhse@daddi-metal.com,878719,6257671,Lambert 93,Oui,Non Seveso,Oui,A,A,Non,Oui,,Non concernée,,,,,,,,,,Pollution des sols et des eaux ≤ 100 k€,Non,3532 - Valorisation de déchets non dangereux,,WT - 2018-08-17,est_un_P,5.205150731073938,43.39570114620541,1.0,554.0,POINT (5.205150731073938 43.39570114620541)
392,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6405078,-,DALMASSO,DALMASSO,Z.I. Fuon Santa,,,06340,La Trinité,adresse non renseignée,1048116,6303211,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,7.322874283063377,43.742141096952516,1.0,1585.0,POINT (7.322874283063377 43.742141096952516)
393,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6404360,33374747500031,DALOREC,DALOREC (ex LIGNATECH 13),Montée des Pins - ZI Nord,,,13340,Rognac,herve.daddi@daddi-metal.com,878272,6269013,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.203542536979084,43.49781372239702,1.0,552.0,POINT (5.203542536979084 43.49781372239702)
394,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6407783,34811665800025,DALOREC (ex DATRANS),DALOREC (ex DATRANS),quartier Aiguilles,,,13180,Gignac-la-Nerthe,adresse non renseignée,878436,6255827,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.201026658563381,43.37918951843852,1.0,546.0,POINT (5.201026658563381 43.37918951843852)
395,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6406810,43439792300013,DB AUTO ASSOCIES,DB AUTO ASSOCIES,Quartier Raphèle,RN 568,,13700,Marignane,joseph.dellinger@orange.fr,878109,6257455,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.197553895806864,43.39391166812888,1.0,539.0,POINT (5.197553895806864 43.39391166812888)
396,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 83,Pôle Carrières - déchets,ICPE,6402008,-,DEBRESC,CARRIERE DEBRESC - Aups,PILABRE,,,83630,Aups,ccauchi@groupesartorius.com,964391,6284396,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Carrière à ciel ouvert hors d'eau,,,,,,,,,,Carrière,Oui,,,,Indic.Région5,6.27488412298404,43.60926524564539,1.0,1217.0,POINT (6.27488412298404 43.60926524564539)
397,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle ERASO,ICPE,6402190,42384246700015,DECAPAGE COTE D'AZUR,DECAPAGE COTE D'AZUR (ex DECAP2000),13 allée des Miroitiers,ZI secteur A4,,06700,Saint-Laurent-du-Var,decapagecotedazur@gmail.com,1037438,6296398,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,7.186047409816045,43.68609889502917,1.0,1522.0,POINT (7.186047409816045 43.68609889502917)
398,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Equipe Aix en Provence,ICPE,6400030,43409938800010,DECAPAGE de PRECISION,DDP - DECAPAGE de PRECISION,24 avenue de Rome,ZI Estroublans,,13127,Vitrolles,adresse non renseignée,882303,6262203,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",5.250942358017517,43.43554716315893,1.0,616.0,POINT (5.250942358017517 43.43554716315893)
399,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Risque,ICPE,6411992,-,Decharge de Seyne (Selonnet),Decharge de Seyne (Selonnet),,,,04140,Selonnet,adresse non renseignée,963093,6370590,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",6.303465086970174,44.38480994250961,1.0,1226.0,POINT (6.303465086970174 44.38480994250961)
400,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Risque,ICPE,6412056,-,Décharge O.M. CLUMANC,Décharge O.M. CLUMANC,Lieu-dit Les Nèbles,Section WK Parcelle 74,,04330,Clumanc,adresse non renseignée,970320,6329927,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,6.372307499196484,44.01638536954735,1.0,1246.0,POINT (6.372307499196484 44.01638536954735)
401,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6411191,24840028500057,DECHETERIE (Cotelub),DECHETERIE (Cotelub),lieu-dit Le Reves Sud,,,84240,La Tour-d'Aigues,inconnu@orange.fr,905497,6295870,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.550560435957555,43.73198353478559,1.0,839.0,POINT (5.550560435957555 43.73198353478559)
402,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6409424,-,DECHETERIE DE SALON DE PROVENCE,DECHETERIE DE SALON DE PROVENCE,Route départementale 113,quartier Les Milani,,13300,Salon-de-Provence,adresse non renseignée,869407,6281532,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,5.0981296636788676,43.61258220510057,1.0,464.0,POINT (5.0981296636788676 43.61258220510057)
403,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6413962,20004607600010,Déchetterie Antibes (UNIVALOM),Déchetterie Antibes (UNIVALOM),Rue Henri Laugier,,,06600,Antibes,nicolas.guestin@devellopement-durable.gouv.fr,1029246,6287140,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,7.078678630130696,43.60676593343843,1.0,1478.0,POINT (7.078678630130696 43.60676593343843)
404,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6412160,20000058600020,Déchetterie Auribeau sur Siagne (SMED),Déchetterie du CLAVARY,Déchetterie Clavary - Quartier des Roumiguières,Route de Pégomas,,06810,Auribeau-sur-Siagne,c.manfredi@smed06.fr,1015993,6286763,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,6.914544468143894,43.60941111705481,1.0,1414.0,POINT (6.914544468143894 43.60941111705481)
405,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6411235,-,Déchetterie Cagnes sur Mer (MNCA),Déchetterie  Les CAUCOURS,Les Caucours,,,06800,Cagnes-sur-Mer,gilles.passeron@nicecotedazur.org,1033757,6295592,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",7.139943557674495,43.68060189802437,1.0,1504.0,POINT (7.139943557674495 43.68060189802437)
406,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6413556,34530688000732,Déchetterie CCRLP MONDRAGON,Déchetterie CCRLP MONDRAGON,lieu-dit Le Cairon,,,84430,Mondragon,inconnu@orange.fr,836271,6353171,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",4.707055717243831,44.264299710803,1.0,38.0,POINT (4.707055717243831 44.264299710803)
407,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6409732,-,DECHETTERIE CHATEAU GOMBERT,DECHETTERIE CHATEAU GOMBERT,Avenue Albert Einstein,,,13013,Marseille,adresse non renseignée,898255,6252144,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.443942057491172,43.34082795960582,1.0,787.0,POINT (5.443942057491172 43.34082795960582)
408,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 04-05,Pôle Territorial 04,ICPE,100013460,-,Déchetterie Château-Arnoux-Saint-Auban,,Les Blâches Gombert Zone Artisanale,,,04160,Château-Arnoux-Saint-Auban,Yannick.Baldo@provencealpesagglo.fr,940328,6335174,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,6.001018904269671,44.07446142148229,1.0,1090.0,POINT (6.001018904269671 44.07446142148229)
409,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6410374,20000058600020,Déchetterie de Grasse (SMED),Déchetterie La Marigarde,DECHETTERIE LA MARIGARDE,Quartier La Marigarde,,06130,Grasse,c.manfredi@smed06.fr,1017114,6291617,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,6.931399997308879,43.65253177832232,1.0,1422.0,POINT (6.931399997308879 43.65253177832232)
410,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6410368,-,Déchetterie de MOUGINS (UNIVALOM),Déchetterie de MOUGINS (UNIVALOM),Lieu-dit La Lovière,,,06250,Mougins,francois-regis.nicolas@univalom.fr,1024653,6286942,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",7.02175506225442,43.60710555611917,1.0,1459.0,POINT (7.02175506225442 43.60710555611917)
411,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6410933,-,Déchetterie de Vallauris (UNIVALOM),Déchetterie de Vallauris (UNIVALOM),site des Tuilières,,,06220,Vallauris,francois-regis@univalom.fr,1026845,6285581,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,7.047998282214223,43.59386837839457,1.0,1470.0,POINT (7.047998282214223 43.59386837839457)
412,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6413027,25840251000014,Déchetterie du Coustelet SIRTOM Apt,Déchetterie du Coustelet,Zone artisanal du Tourail,Lieu-dit Le Coustelet,,84580,Oppède,inconnu@orange.fr,872952,6309844,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",5.151565669847919,43.86639637228421,1.0,505.0,POINT (5.151565669847919 43.86639637228421)
413,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6409784,-,Déchetterie Isola (MNCA),Déchetterie Isola (MNCA),Quai de transit d'Isola quartier Trériou,,,06420,Isola,gilles.passeron@nicecotedazur.org,1021584,6351427,Lambert 93,Oui,Non Seveso,Non,A,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,7.024481324022435,44.18808086919627,1.0,1460.0,POINT (7.024481324022435 44.18808086919627)
414,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6412165,-,Déchetterie La Trinité (MNCA),Déchetterie FUON SANTA,ZONE INDUSTRIELLE FUON SANTA,,,06340,La Trinité,gilles.passeron@nicecotedazur.org,1048543,6302767,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",7.327864234375523,43.73794139499344,1.0,1586.0,POINT (7.327864234375523 43.73794139499344)
415,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 13,Pôle Déchet Matériau,ICPE,6409157,-,Déchetterie Lambesc (CPA),Déchetterie Lambesc,Z.A. Avenue Ferdinand Julien,,,13410,Lambesc,ftoche@agglo-paysdaix.fr,881761,6285745,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",5.252543661007728,43.647413730704386,1.0,618.0,POINT (5.252543661007728 43.647413730704386)
416,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6412166,-,Déchetterie Levens (MNCA),Déchetterie FONT DE LINIER,FONT DE LINIER,,,06670,Levens,gilles.passeron@nicecotedazur.org,1040959,6314310,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",7.241568041885347,43.845362838495845,1.0,1565.0,POINT (7.241568041885347 43.845362838495845)
417,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6410375,20000058600020,Déchetterie Pégomas (SMED),Déchetterie de LA FENERIE,La Fénérie,,,06580,Pégomas,c.manfredi@smed06.fr,1017143,6283816,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,6.926953208169744,43.58241426789331,1.0,1417.0,POINT (6.926953208169744 43.58241426789331)
418,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6411961,20000058600020,Déchetterie Peymeinade (SMED),Déchetterie Peymeinade (ex SIVADES),CHEMIN DES MAURES ET DES ADRETS,,,06530,Peymeinade,c.manfredi@smed06.fr,1013544,6288933,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"a_PPC_2017,Indic.Région5",6.8855769468857755,43.630000365784085,1.0,1411.0,POINT (6.8855769468857755 43.630000365784085)
419,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 06,Pôle DACEN,ICPE,6412162,20000058600020,Déchetterie Saint Vallier de Thiey (SMED),Déchetterie DEGOUTAY,Déchetterie DEGOUTAY - lieu dit dégoutay,,,06460,Saint-Vallier-de-Thiey,c.manfredi@smed06.fr,1010832,6296125,Lambert 93,Oui,Non Seveso,Non,E,E,Non,Non,,Non concernée,,,,,,,,,,,-,,,,Indic.Région5,6.856371527371036,43.6958322086148,1.0,1408.0,POINT (6.856371527371036 43.6958322086148)
420,PROVENCE-ALPES-COTE D'AZUR,DDPP 13,SPAE 13,SPAE,ICPE,6411619,40198111300020,DELANOUE CYRILLE JACQUES,DELANOUE CYRILLE JACQUES,ZA DE MA MASSANE,ROUTE DE MAILLANE,,13210,Saint-Rémy-de-Provence,adresse non renseignée,844007,6301483,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,,4.789262018718874,43.79767812914657,1.0,90.0,POINT (4.789262018718874 43.79767812914657)
421,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité risques chroniques,ICPE,6400443,31316717300035,DELIFRANCE SA,DELIFRANCE,ZI de Courtine.,643 rue Sainte Geneviève,,84000,Avignon,jbapst@delifrance.com,842698,6316221,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,2011-08-09 00:00:00,,,,,,,,,,-,,,,"Indic.Région5,reservé SPR",4.777123951236837,43.93054025749753,1.0,76.0,POINT (4.777123951236837 43.93054025749753)
422,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité déchets,ICPE,6412830,31493980200018,DELORME SARL,DELORME SARL,4 avenue André Delorme,,,84000,Avignon,adresse non renseignée,846477,6318074,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Non concernée,,,,,,,,,,,-,,,,"Indic.Région5,a_PPC_2017",4.82470328184242,43.94643656168755,1.0,127.0,POINT (4.82470328184242 43.94643656168755)
423,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité carrières,ICPE,6401575,66262115000074,DELORME SAS,CARRIERE DELORME,Boncavaï,,,84550,Mornas,adresse non renseignée,840490,6349340,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Non,,Carrière à ciel ouvert hors d'eau,,,,,,,,,,Carrière,Non,,,,Indic.Région5,4.758820786408139,44.22899144041967,1.0,66.0,POINT (4.758820786408139 44.22899144041967)
424,PROVENCE-ALPES-COTE D'AZUR,DREAL PACA,UD 84,Unité carrières,ICPE,6401245,66262115000017,DELORME SAS,CARRIERE DELORME  ,Le Lampourdier,,,84100,Orange,adresse non renseignée,842913,6333419,Lambert 93,Oui,Non Seveso,Non,A,A,Non,Oui,,Carrière à ciel ouvert hors d'eau,,,,,,,,,,Carrière,Oui,,,,"Indic.Région5,a_PPC_2017",4.784640471029234,44.085238334021774,1.0,84.0,POINT (4.784640471029234 44.085238334021774)
