Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id
STATION AVITAIR (ex SHELL),DREAL PACA,UD 13,Equipe Marseille,"13700",D̩p̫t p̩trolier AVITAIR Aeroport Marseille Provence,MARIGNANE,MARIGNANE,"13054","6402241",43.413392000000002,5.210948000000000,Chemin de Saint Pierre 13700 Marignane,0.290162225998301,"0.28784022932022924",street,13054_0890,,Chemin de Saint Pierre,Chemin de Saint Pierre,"13700",Marignane,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13054",,,,ok,3491.701254432693986,Non,Non Seveso,"1","442"
SOREAL (ex SMNR ex SOBRAL exMIMETAL),DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13700",38-40  Avenue Henri Dunant Pas des Lanciers,MARIGNANE,MARIGNANE,"13054","6400608",43.403981999999999,5.259817000000000,40 Avenue Henri Dunant 13700 Marignane,0.399076382189239,"0.3274848148148148",housenumber,13054_0484_00040,"40",40 Avenue Henri Dunant,Avenue Henri Dunant,"13700",Marignane,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13054",,,,ok,29868.249031824449048,Non,Non Seveso,"1","495"
ABM (ex OR ET CHROME),DREAL PACA,UD 13,Equipe Marseille,"13015",51  rue le Ch̢telier,MARSEILLE,MARSEILLE,"13055","6400613",43.347676000000000,5.363285000000000,51 Rue le chatelier 13015 Marseille,0.580925151515151,"0.359340082644628",housenumber,13215_5183_00051,"51",51 Rue le chatelier,Rue le chatelier,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,18.738287326760492,Non,Non Seveso,"1","550"
APHM (H̫pital La Timone),DREAL PACA,UD 13,P̫le Chronique Risque,"13005",254 Rue St Pierre,MARSEILLE,MARSEILLE,"13055","6400723",43.292582000000003,5.400885000000000,Rue saint pierre 13005 Marseille,0.447727832167832,"0.3873945989304813",street,13205_8437,,Rue saint pierre,Rue saint pierre,"13005",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13205",,,Marseille 5e Arrondissement,ok,216.806649056519859,Non,Non Seveso,"1","601"
HOPITAL NORD,DREAL PACA,UD 13,P̫le Chronique Risque,"13015",Chemin de Bourrely,MARSEILLE,MARSEILLE,"13055","6400791",43.379710000000003,5.361731000000000,Chemin des bourrely 13015 Marseille,0.604616902356902,"0.5572910344827586",street,13215_1411,,Chemin des bourrely,Chemin des bourrely,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,276.301281980984982,Non,Non Seveso,"1","546"
ARKEMA ST Menet,DREAL PACA,UD 13,P̫le Seveso,"13374",123 Bd de la Milli̬re CS 90108,MARSEILLE,MARSEILLE,"13055","6400651",43.287787999999999,5.498847000000000,Rond-Point cv de la milliere a st menet 13011 Marseille,0.501901964085297,"0.4494158441558441",street,13211_sj8j4g,,Rond-Point cv de la milliere a st menet,Rond-Point cv de la milliere a st menet,"13011",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13211",,,Marseille 11e Arrondissement,ok,464.186086196367569,Oui,Seveso seuil haut,"1","663"
Centre de Transfert aux Arnavaux,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13001",Bd Amp̬re,MARSEILLE,MARSEILLE,"13055","6406577",43.331605000000003,5.382848000000000,Avenue des arnavaux 13014 Marseille,0.392626530089629,,street,13214_0545,,Avenue des arnavaux,Avenue des arnavaux,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,1015.744150487765751,Non,Non Seveso,"1","586"
BROYAGE DU MIDI ET DE LA MEDITERRANEE,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13014",34  bd du capitaine Geze,MARSEILLE,MARSEILLE,"13055","6401986",43.330179000000001,5.370184000000000,34 Boulevard du capitaine geze 13014 Marseille,0.433078282828283,,housenumber,13214_1719_00034,"34",34 Boulevard du capitaine geze,Boulevard du capitaine geze,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,35.585308774845252,Non,Non Seveso,"1","565"
Station CARREFOUR Marseille Merlan,DREAL PACA,UD 13,P̫le Chronique Risque,"13014",Centre Commercial Le Merlan Avenue Prosper M̩rim̩e,MARSEILLE,MARSEILLE,"13055","6401568",43.328018000000000,5.397619000000000,Avenue prosper merimee 13014 Marseille,0.373707821612350,"0.3005997581317765",street,13214_7586,,Avenue prosper merimee,Avenue prosper merimee,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,292.678146636713791,Non,Non Seveso,"1","599"
Station CARREFOUR Grand Littoral,DREAL PACA,UD 13,Equipe Marseille,"13463",CARREFOUR MARSEILLE GRAND LITTORAL,MARSEILLE,MARSEILLE,"13055","6402242",43.333263000000002,5.383679000000000,Boulevard de la station 13014 Marseille,0.284363411341134,"0.26117020202020197",street,13214_8848,,Boulevard de la station,Boulevard de la station,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,4265.501532253862933,Non,Non Seveso,"1","588"
CARSAT (ex CRAM SUD EST),DREAL PACA,UD 13,Equipe Marseille,"13005",35  Rue Georges,MARSEILLE,MARSEILLE,"13055","6404859",43.297089000000000,5.397780000000000,35 Rue george 13005 Marseille,0.499003291536050,"0.42778800586510257",housenumber,13205_4039_00035,"35",35 Rue george,Rue george,"13005",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13205",,,Marseille 5e Arrondissement,ok,19.266350157428938,Non,Non Seveso,"1","600"
ISDI CDTP,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13013",Chemin de Palama prolong̩ Carri̬re de Palama,MARSEILLE,MARSEILLE,"13055","6412295",43.365431000000001,5.446308000000000,Chemin de palama prolonge 13013 Marseille,0.534955757575758,"0.43843629370629367",street,13213_6742,,Chemin de palama prolonge,Chemin de palama prolonge,"13013",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13213",,,Marseille 13e Arrondissement,ok,492.287758030925318,Non,Non Seveso,"1","637"
CENTRE COMMERCIAL GRAND V (TAR),DREAL PACA,UD 13,Equipe Marseille,"13011",traverse de la Montre,MARSEILLE,MARSEILLE,"13055","6404218",43.294015000000002,5.474368000000000,Traverse de la montre 13011 Marseille,0.516359090909091,"0.28391204795204794",street,13211_y7myut,,Traverse de la montre,Traverse de la montre,"13011",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13211",,,Marseille 11e Arrondissement,ok,2688.129733366996788,Non,Non Seveso,"1","647"
CEREXAGRI,DREAL PACA,UD 13,P̫le Chronique Risque,"13014",8 Bd de la Louisiane,MARSEILLE,MARSEILLE,"13055","6400650",43.334302000000001,5.380440000000000,Boulevard de la louisiane 13014 Marseille,0.550464437596302,,street,13214_5467,,Boulevard de la louisiane,Boulevard de la louisiane,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,73.826413914029089,Non,Non Seveso,"1","583"
CHANTIER NAVAL DE MARSEILLE (forme 10),DREAL PACA,UD 13,P̫le Chronique Risque,"13016",forme 10 du Grand Port Maritime de Marseille,MARSEILLE,MARSEILLE,"13055","6412373",43.361072999999998,5.314785000000000,Traverse de port de bouc 13016 Marseille,0.322189074228524,,street,13216_7464,,Traverse de port de bouc,Traverse de port de bouc,"13016",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13216",,,Marseille 16e Arrondissement,ok,986.373521123491059,Non,Non Seveso,"1","516"
CHANTIER NAVAL DE MARSEILLE (formes 8-9),DREAL PACA,UD 13,P̫le Chronique Risque,"13015",Grand Port Maritime de Marseille Formes de radoub 8 et 9,MARSEILLE,MARSEILLE,"13055","6404176",43.379209000000003,5.369618000000000,Voie d'acc̬s lotissement val des pins 13015 Marseille,0.292545766621438,"0.2904863636363636",street,13215_ws4qp3,,Voie d'acc̬s lotissement val des pins,Voie d'acc̬s lotissement val des pins,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,4438.145625193910746,Non,Non Seveso,"1","564"
CARRIERE CMSE (ex-Perasso) Saint-Tronc,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13010",Chemin du Vallon de Toulouse - St Tronc BP 542,MARSEILLE,MARSEILLE,"13055","6401298",43.272613999999997,5.428326000000000,Place de saint tronc 13010 Marseille,0.313966209262436,"0.26197609706083386",street,13210_8479,,Place de saint tronc,Place de saint tronc,"13010",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13210",,,Marseille 10e Arrondissement,ok,1485.185651286519715,Non,Non Seveso,"1","624"
CREALIS (ex GALEX  ex DEHON),DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13016",35 rue Emmanuel Eydoux Traverse de la Monjarde,MARSEILLE,MARSEILLE,"13055","6402472",43.361097999999998,5.328386000000000,Traverse de la monjarde 13016 Marseille,0.420933773216031,"0.37868308895405667",street,13216_6188,,Traverse de la monjarde,Traverse de la monjarde,"13016",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13216",,,Marseille 16e Arrondissement,ok,316.029244853343812,Non,Non Seveso,"1","522"
DEPA MOTO,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13014",323  Boulevard Danielle Casanova,MARSEILLE,MARSEILLE,"13055","6412047",43.336087999999997,5.379236000000000,323 Boulevard danielle casanova 13014 Marseille,0.743425894428152,,housenumber,13214_2692_00323,"323",323 Boulevard danielle casanova,Boulevard danielle casanova,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,5.578123210253524,Non,Non Seveso,"1","581"
ESLC PROVENCE (ex SUD COMBUSTIBLES),DREAL PACA,UD 13,Equipe Marseille,"13011",35 avenue de la gare St Menet,MARSEILLE,MARSEILLE,"13055","6400706",43.289273999999999,5.498202000000000,35 Avenue de saint menet 13011 Marseille,0.424525702479339,"0.38600148514851484",housenumber,13211_8418_00035,"35",35 Avenue de saint menet,Avenue de saint menet,"13011",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13211",,,Marseille 11e Arrondissement,ok,364.484694398038812,Non,Non Seveso,"1","660"
EUROLINKS-SIPR DEFENSE,DREAL PACA,UD 13,P̫le Chronique Risque,"13008",15 bd Richard Pointe Rouge,MARSEILLE,MARSEILLE,"13055","6402802",43.248365999999997,5.375265000000000,15 Avenue de la pointe rouge 13008 Marseille,0.469829953379953,"0.38962578512396695",housenumber,13208_7389_00015,"15",15 Avenue de la pointe rouge,Avenue de la pointe rouge,"13008",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13208",,,Marseille 8e Arrondissement,ok,623.173422912992805,Non,Non Seveso,"1","577"
ORANGE (ex France TELECOM) St Mauront,DREAL PACA,UD 13,Equipe Marseille,"13003",83 av. F̩lix Pyat,MARSEILLE,MARSEILLE,"13055","6402235",43.315773999999998,5.374282000000000,83 Rue felix pyat 13003 Marseille,0.411473588516746,,housenumber,13203_3406_00083,"83",83 Rue felix pyat,Rue felix pyat,"13003",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13203",,,Marseille 3e Arrondissement,ok,28.192380812872894,Non,Non Seveso,"1","574"
GASTALDI,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13015",13 Traverse du Bachas,MARSEILLE,MARSEILLE,"13055","6402439",43.317428999999997,5.369237000000000,13 Traverse du bachas 13015 Marseille,0.701121229946524,"0.5521209970674485",housenumber,13215_evyucj_00013,"13",13 Traverse du bachas,Traverse du bachas,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,141.979993529858092,Non,Non Seveso,"1","563"
GRANDS MOULINS DE PARIS_ ex STORIONE,DREAL PACA,UD 13,P̫le Chronique Risque,"13003",13  Traverse Magnan,MARSEILLE,MARSEILLE,"13055","6401570",43.315545999999998,5.370923000000000,13 Traverse magnan 13003 Marseille,0.447271387559809,,housenumber,13203_5565_00013,"13",13 Traverse magnan,Traverse magnan,"13003",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13203",,,Marseille 3e Arrondissement,ok,32.007684285239961,Oui,Non Seveso,"1","567"
HARIBO,DREAL PACA,UD 13,P̫le Chronique Risque,"13014",67  boulevard du Capitaine G̬ze,MARSEILLE,MARSEILLE,"13055","6401641",43.331575000000001,5.375962000000000,67 Boulevard du capitaine geze 13014 Marseille,0.764670062695925,,housenumber,13214_1719_00067,"67",67 Boulevard du capitaine geze,Boulevard du capitaine geze,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,6.984938072604422,Non,Non Seveso,"1","578"
HEINEKEN,DREAL PACA,UD 13,P̫le Chronique Risque,"13011",11 Avenue Fran̤ois CHARDIGNY,MARSEILLE,MARSEILLE,"13055","6400635",43.295749000000001,5.525101000000000,11 Traverse francois rosellini 13011 Marseille,0.421573549190535,,housenumber,13211_3715_00011,"11",11 Traverse francois rosellini,Traverse francois rosellini,"13011",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13211",,,Marseille 11e Arrondissement,ok,3367.754080075261299,Oui,Non Seveso,"1","674"
CENTRE BOURSE,DREAL PACA,UD 13,Equipe Marseille,"13001",17 cours Belsunce,MARSEILLE,MARSEILLE,"13055","6404217",43.297894999999997,5.377266000000000,Cours belsunce 13001 Marseille,0.565834825174825,,street,13201_1031,,Cours belsunce,Cours belsunce,"13001",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13201",,,Marseille 1er Arrondissement,ok,160.835665211674296,Non,Non Seveso,"1","579"
IMM (INDUSTRIELLE MARITIME MEDITERRANEE),DREAL PACA,UD 13,Equipe Marseille,"13016",90 chemin Mirabeau - ZI ACTISUD,MARSEILLE,MARSEILLE,"13055","6406923",43.349860000000000,5.348059000000000,90 Chemin vicinal du ruisseau mirabeau 13016 Marseille,0.356604219554031,,housenumber,13216_8201_00090,"90",90 Chemin vicinal du ruisseau mirabeau,Chemin vicinal du ruisseau mirabeau,"13016",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13216",,,Marseille 16e Arrondissement,ok,230.570818793909325,Non,Non Seveso,"1","530"
INTERXION MRS1,DREAL PACA,UD 13,P̫le Chronique Risque,"13003",INTERXION MRS1 40 avenue roger salengro,MARSEILLE,MARSEILLE,"13055","6402237",43.310375999999998,5.373351000000000,40 Avenue roger salengro 13003 Marseille,0.537416363636364,,housenumber,13203_7989_00040,"40",40 Avenue roger salengro,Avenue roger salengro,"13003",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13203",,,Marseille 3e Arrondissement,ok,70.540161068244785,Non,Non Seveso,"1","571"
INTERXION MRS2,DREAL PACA,UD 13,Equipe Marseille,"13015",Enceinte Portuaire - Porte 4 Chemin du littoral bassin mirabeau,MARSEILLE,MARSEILLE,"13055","6413104",43.362803999999997,5.371423000000000,4 Traverse des bassins 13015 Marseille,0.289052225998301,"0.28180332200509767",housenumber,13215_1r7ipw_00004,"4",4 Traverse des bassins,Traverse des bassins,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,3317.783582449496862,Non,Non Seveso,"1","569"
INTERXION MRS4,DREAL PACA,UD 13,P̫le Chronique Risque,"13315",Zone Portuaire  Porte 4,MARSEILLE,MARSEILLE,"13055","6413799",43.298012999999997,5.366934000000000,Rue porte baussenque 13002 Marseille,0.302207820672478,,street,13202_7476,,Rue porte baussenque,Rue porte baussenque,"13002",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13202",,,Marseille 2e Arrondissement,ok,24.421964001268066,Oui,Non Seveso,"1","558"
KALHYGE 1 (ex BTMF - INITIAL),DREAL PACA,UD 13,P̫le Chronique Risque,"13005",137   Chemin Saint Jean du Desert,MARSEILLE,MARSEILLE,"13055","6400719",43.294010999999998,5.411206000000000,137 Chemin saint jean du desert 13005 Marseille,0.600353263403263,,housenumber,13205_8360_00137,"137",137 Chemin saint jean du desert,Chemin saint jean du desert,"13005",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13205",,,Marseille 5e Arrondissement,ok,42.611577942963059,Non,Non Seveso,"1","609"
CARRIERE LAFARGE L'Estaque,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13016",BP 108 - Chemin de la Nerthe,MARSEILLE,MARSEILLE,"13055","6401333",43.363494000000003,5.309991000000000,108 Chemin de la nerthe 13016 Marseille,0.527640466830467,"0.3905371231300345",housenumber,13216_6498_00108,"108",108 Chemin de la nerthe,Chemin de la nerthe,"13016",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13216",,,Marseille 16e Arrondissement,ok,4.439482248027652,Non,Non Seveso,"1","512"
ISDI LAFARGE Lieutaud,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13016",Lieu-dit LIEUTAUD,MARSEILLE,MARSEILLE,"13055","6412274",43.361173000000001,5.327657000000000,Impasse lieutaud 13016 Marseille,0.388357162534435,,street,13216_5282,,Impasse lieutaud,Impasse lieutaud,"13016",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13216",,,Marseille 16e Arrondissement,ok,3608.913188198142052,Non,Non Seveso,"1","520"
LA PROVENCE,DREAL PACA,UD 13,Equipe Marseille,"13015",248  Avenue Roger SALENGRO,MARSEILLE,MARSEILLE,"13055","6404236",43.321199000000000,5.367721000000000,248 Avenue roger salengro 13015 Marseille,0.693261974921630,,housenumber,13215_7989_00248,"248",248 Avenue roger salengro,Avenue roger salengro,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,45.464590139524240,Non,Non Seveso,"1","561"
ELIS PROVENCE,DREAL PACA,UD 13,P̫le Chronique Risque,"13010",31  avenue des platanes,MARSEILLE,MARSEILLE,"13055","6400737",43.277791999999998,5.411175000000000,Avenue des platanes 13010 Marseille,0.600092934609250,,street,13210_7318,,Avenue des platanes,Avenue des platanes,"13010",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13210",,,Marseille 10e Arrondissement,ok,73.282937128100457,Non,Non Seveso,"1","608"
MARIUS FERRAT PROMOTION,DREAL PACA,SPR,Unit̩ ICPE,"13001",47 Avenue du Garlaban,MARSEILLE,MARSEILLE,"13055","6402453",43.298957999999999,5.422025000000000,47 Avenue de garlaban 13012 Marseille,0.495402608695652,"0.3754203769401331",housenumber,13212_3894_00047,"47",47 Avenue de garlaban,Avenue de garlaban,"13012",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13212",,,Marseille 12e Arrondissement,ok,12.711061678720457,Non,Non Seveso,"1","621"
MEDIACOVRAC,DREAL PACA,UD 13,Equipe Marseille,"13016",Terre plein de Mourepiane Enceinte Portuaire poste 143,MARSEILLE,MARSEILLE,"13055","6405307",43.358339000000001,5.334694000000000,Traverse mourepiane 13016 Marseille,0.339189446640316,"0.3062295693779904",street,13216_6377,,Traverse mourepiane,Traverse mourepiane,"13016",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13216",,,Marseille 16e Arrondissement,ok,873.913464282352948,Non,Non Seveso,"1","525"
MEDITERRANEE PIECES AUTO,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13015",61 bd de la m̩dit̩rann̩e,MARSEILLE,MARSEILLE,"13055","6400604",43.332828999999997,5.361137000000000,61 Boulevard de la mediterranee 13015 Marseille,0.505929533799534,,housenumber,13215_5957_00061,"61",61 Boulevard de la mediterranee,Boulevard de la mediterranee,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,59.307795345004330,Non,Non Seveso,"1","543"
METAUX DE LA MEDITERRANEE,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13015",- 82 BD de la M̩dit̩rran̩e,MARSEILLE,MARSEILLE,"13055","6400607",43.332740000000001,5.359944000000000,82 Boulevard de la mediterranee 13015 Marseille,0.500323325661680,,housenumber,13215_5957_00082,"82",82 Boulevard de la mediterranee,Boulevard de la mediterranee,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,31.943520515486796,Non,Non Seveso,"1","542"
NEGRE (MATALINOR),DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13011",2 Boulevard de la Cartonnerie,MARSEILLE,MARSEILLE,"13055","6400672",43.290678999999997,5.463062000000000,2 Boulevard de la cartonnerie 13011 Marseille,0.665330606060606,,housenumber,13211_1780_00002,"2",2 Boulevard de la cartonnerie,Boulevard de la cartonnerie,"13011",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13211",,,Marseille 11e Arrondissement,ok,470.953827238924987,Non,Non Seveso,"1","640"
ONYX La Barasse,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13011",17  Bd de la Milli̬re,MARSEILLE,MARSEILLE,"13055","6402263",43.283347999999997,5.498750000000000,Boulevard de la milliere 13011 Marseille,0.517500909090909,"0.47099575757575757",street,13211_6078,,Boulevard de la milliere,Boulevard de la milliere,"13011",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13211",,,Marseille 11e Arrondissement,ok,326.198190684511303,Non,Non Seveso,"1","661"
PAM,DREAL PACA,UD 13,Equipe Marseille,"13001",23 place de la Joliette BP1965,MARSEILLE,MARSEILLE,"13055","6401569",43.304946000000001,5.365820000000000,Place de la joliette 13002 Marseille,0.577134880382775,"0.5294333333333334",street,13202_4837,,Place de la joliette,Place de la joliette,"13002",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13202",,,Marseille 2e Arrondissement,ok,,,,"1","554"
PAPREC CHANTIERS 13,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13015",Rue Augustin Roux ZI de la Lauzi̬re,MARSEILLE,MARSEILLE,"13055","6405288",43.351964000000002,5.362108000000000,Rue augustin roux 13015 Marseille,0.441925119617225,"0.31849389610389606",street,13215_0639,,Rue augustin roux,Rue augustin roux,"13015",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13215",,,Marseille 15e Arrondissement,ok,202.099675336705474,Non,Non Seveso,"1","548"
PERNOD,DREAL PACA,UD 13,P̫le Chronique Risque,"13014",30 Bd Gay Lussac - les arnavaux LES ARNAVAUX,MARSEILLE,MARSEILLE,"13055","6400675",43.335017000000001,5.374841000000000,30 Boulevard gay lussac 13014 Marseille,0.461623636363636,"0.39464822966507174",housenumber,13214_3959_00030,"30",30 Boulevard gay lussac,Boulevard gay lussac,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,113.019495245759600,Non,Non Seveso,"1","576"
PIECES AUTO FIFI TURIN,DREAL PACA,UD 13,Equipe Marseille,"13010",48 av Fifi Turin,MARSEILLE,MARSEILLE,"13055","6402654",43.281035000000003,5.412606000000000,48 Boulevard fifi turin 13010 Marseille,0.427961818181818,,housenumber,13210_3476_00048,"48",48 Boulevard fifi turin,Boulevard fifi turin,"13010",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13210",,,Marseille 10e Arrondissement,ok,112.093231320903513,Non,Non Seveso,"1","611"
PROFER Marseille,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13014",44 boulevard Capitaine G̬ze,MARSEILLE,MARSEILLE,"13055","6400678",43.330492999999997,5.371455000000000,44 Boulevard du capitaine geze 13014 Marseille,0.620838235294118,,housenumber,13214_1719_00044,"44",44 Boulevard du capitaine geze,Boulevard du capitaine geze,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,30.764759781008060,Oui,Non Seveso,"1","570"
PROFERMET,DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13010",15 impasse de S̬te,MARSEILLE,MARSEILLE,"13055","6400774",43.283681999999999,5.420721000000000,15 Impasse de sete 13010 Marseille,0.666039443413729,,housenumber,13210_8733_00015,"15",15 Impasse de sete,Impasse de sete,"13010",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13210",,,Marseille 10e Arrondissement,ok,42.532917730853235,Non,Non Seveso,"1","620"
PROVENCE AQUACULTURE(Sarl),DDPP 13,SPAE 13,SPAE,"13001",Archipel du FRIOUL,MARSEILLE,MARSEILLE,"13055","6411657",43.282263000000000,5.357476000000000,Traverse du frioul 13007 Marseille,0.370942503113325,"0.3478724510932106",street,13207_3787,,Traverse du frioul,Traverse du frioul,"13007",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13207",,,Marseille 7e Arrondissement,ok,4910.461262631951286,Non,Non Seveso,"1","540"
PURFER (ex GUY DAUPHIN ENVIRONNEMENT),DREAL PACA,UD 13,P̫le D̩chet Mat̩riau,"13014",11  boulevard Amp̬re Zone Industrielle de la Delorme,MARSEILLE,MARSEILLE,"13055","6400656",43.337769000000002,5.373488000000000,11 Boulevard ampere 13014 Marseille,0.343887104377104,,housenumber,13214_0336_00011,"11",11 Boulevard ampere,Boulevard ampere,"13014",Marseille,"13, Bouches-du-Rh̫ne, Provence-Alpes-C̫te d'Azur","13214",,,Marseille 14e Arrondissement,ok,22.369947252972189,Non,Non Seveso,"1","573"
